name,serving_size,calories,protein,carbohydrate,total_fat
"Peas, without salt, drained, boiled, cooked, frozen, edible-podded",100 g,52,3.50 g,9.02 g,0.4g
"Wheat flour, unenriched, bleached, 10% protein, white (industrial)",100 g,366,9.71 g,76.22 g,1.5g
"Candies, Fruit and Creme, STARBURST Fruit Chews, MARS SNACKFOOD US",100 g,408,0.41 g,82.43 g,8.4g
"CAMPBELL'S Red and White - Microwaveable Bowls, Creamy Tomato Soup",100 g,64,1.22 g,10.20 g,2g
"Game meat, stewed, cooked, composite of cuts, domesticated, rabbit",100 g,206,30.38 g,0.00 g,8.4g
"Salad Dressing, Omega Plus light, SMART BALANCE, light, mayonnaise",100 g,333,1.53 g,9.39 g,34g
"Beverages, B6, E, C, fortified with vitamins A, orange mango, FUZE",100 g,38,0.68 g,9.20 g,0.1g
"Succotash, without salt, drained, boiled, cooked, (corn and limas)",100 g,115,5.07 g,24.38 g,0.8g
"CRACKER BARREL, from kid's menu, fried, chicken tenderloin platter",100 g,294,18.67 g,20.24 g,15g
"Pork, raw, separable lean and fat, country-style ribs, loin, fresh",100 g,189,19.34 g,0.00 g,12g
"Cookies, made with margarine, prepared from recipe, chocolate chip",100 g,488,5.70 g,58.40 g,28g
"Pork, roasted, separable lean and fat, arm picnic, shoulder, cured",100 g,280,20.43 g,0.00 g,21g
"Beans, low sodium, solids and liquids, canned, mature seeds, pinto",100 g,82,4.60 g,15.18 g,0.6g
"Infant formula, ready-to-feed, low iron, SIMILAC, ABBOTT NUTRITION",100 g,65,1.36 g,6.93 g,3.6g
"Wheat flour, unenriched, bleached, 13% protein, white (industrial)",100 g,362,13.07 g,72.20 g,1.4g
"Wheat flour, unenriched, bleached, 15% protein, white (industrial)",100 g,362,15.33 g,69.88 g,1.4g
"Fast foods, and condiments, cheese, sausage patty, with egg, bagel",100 g,295,12.98 g,22.64 g,17g
"Grapefruit, solids and liquids, light syrup pack, canned, sections",100 g,60,0.56 g,15.44 g,0.1g
"Pork, roasted, canned, regular (approximately 13% fat), ham, cured",100 g,226,20.53 g,0.42 g,15g
"Candies, Original fruits, STARBURST Fruit Chews, MARS SNACKFOOD US",100 g,408,0.41 g,82.57 g,8.2g
"Cereals ready-to-eat, Cinnamon Pecan, KELLOGG'S SPECIAL K, KELLOGG",100 g,375,7.50 g,81.20 g,6g
"Infant formula, ready-to-feed, with iron, GOOD START 2 Soy, GERBER",100 g,65,1.84 g,7.15 g,3.3g
"Toaster Pastries, Frosted strawberry, KELLOGG'S POP TARTS, KELLOGG",100 g,390,4.10 g,71.70 g,9.8g
"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta",100 g,206,19.00 g,7.80 g,11g
"Beef, braised, cooked, choice, separable lean only, shortribs, rib",100 g,295,30.76 g,0.00 g,18g
"Chicken, raw, with added solution, meat only, drumstick, dark meat",100 g,106,19.19 g,0.00 g,3.3g
"Pork, unheated, separable lean and fat, bone-in, shank, ham, cured",100 g,177,21.61 g,0.41 g,9.9g
"Pork, unheated, separable lean and fat, bone-in, slice, ham, cured",100 g,173,22.45 g,0.21 g,9.2g
"Babyfood, junior, without ascorbic acid, plums with tapioca, fruit",100 g,74,0.10 g,20.50 g,0g
"Pork, braised, cooked, heart, variety meats and by-products, fresh",100 g,148,23.60 g,0.40 g,5.1g
"CAMPBELL'S CHUNKY Soups, Firehouse - Hot & Spicy Beef & Bean Chili",100 g,95,6.12 g,10.20 g,3.3g
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Low Fat Granola, KELLOGG",100 g,375,13.10 g,74.80 g,5.4g
"Soup, prepared with equal volume water, canned, cream of asparagus",100 g,35,0.94 g,4.38 g,1.7g
"Syrups, with added potassium, with 2% maple, pancake, table blends",100 g,265,0.00 g,69.60 g,0.1g
"Soup, prepared with equal volume low fat (2%) milk, canned, tomato",100 g,55,2.42 g,9.82 g,1.2g
"Bread, frozen, commercially prepared, whole wheat, chapati or roti",100 g,299,7.85 g,46.13 g,9.2g
"Candies, Tropical fruits, STARBURST Fruit Chews, MARS SNACKFOOD US",100 g,409,0.41 g,82.76 g,8.3g
"Cheese product, vitamin D fortified, American, pasteurized process",100 g,312,17.12 g,8.80 g,23g
"Cabbage, without salt, drained, boiled, cooked, chinese (pak-choi)",100 g,12,1.56 g,1.78 g,0.2g
"Turkey, raw, with added solution, skin from whole (light and dark)",100 g,381,12.29 g,0.21 g,37g
"Turkey, roasted, cooked, with added solution, meat only, dark meat",100 g,158,26.10 g,0.00 g,6g
"Turkey from whole, raw, with added solution, meat only, light meat",100 g,101,21.54 g,0.00 g,1.7g
"Chicken, raw, with added solution, meat and skin, thigh, dark meat",100 g,197,16.56 g,0.00 g,15g
"Cabbage, raw, stored, common (danish, domestic, and pointed types)",100 g,24,1.21 g,5.37 g,0.2g
"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,61,3.15 g,4.78 g,3.3g
"Apricots, solids and liquids, with skin, heavy syrup pack, canned",100 g,83,0.53 g,21.47 g,0.1g
"Apricots, solids and liquids, with skin, light syrup pack, canned",100 g,63,0.53 g,16.49 g,0.1g
"Lamb, raw, separable lean only, neck chops, imported, New Zealand",100 g,151,19.84 g,0.00 g,8g
"Lamb, raw, separable lean only, hind-shank, imported, New Zealand",100 g,115,20.40 g,0.73 g,3.4g
"Veal, braised, cooked, separable lean only, shank (fore and hind)",100 g,177,32.22 g,0.00 g,4.3g
"POPEYES, meat and skin with breading, Breast, Mild, Fried Chicken",100 g,274,21.67 g,9.83 g,16g
"Chicken, stewed, cooked, meat only, drumstick, broilers or fryers",100 g,169,27.50 g,0.00 g,5.7g
"Chicken, raw, meat only, drumstick, dark meat, broilers or fryers",100 g,116,19.41 g,0.00 g,3.7g
"Turkey, skin and bone removed, cooked, smoked, light or dark meat",100 g,170,29.30 g,0.00 g,5g
"Cereals ready-to-eat, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH, QUAKER",100 g,417,7.10 g,78.65 g,9.2g
"Swamp cabbage (skunk cabbage), with salt, drained, boiled, cooked",100 g,20,2.08 g,3.70 g,0.2g
"Plums, solids and liquids, extra heavy syrup pack, purple, canned",100 g,101,0.36 g,26.31 g,0.1g
"Beverages, ready-to-drink, vanilla flavor, sweetened, almond milk",100 g,38,0.42 g,6.59 g,1g
"Chicken, roasted, cooked, meat and skin, back, broilers or fryers",100 g,300,25.95 g,0.00 g,21g
"MORNINGSTAR FARMS Tomato & Basil Pizza Burger, unprepared, frozen",100 g,161,15.50 g,14.00 g,8.6g
"Beef, pan-broiled, cooked, patty, 90% lean meat / 10% fat, ground",100 g,204,25.21 g,0.00 g,11g
"Beef, pan-broiled, cooked, patty, 85% lean meat / 15% fat, ground",100 g,232,24.62 g,0.00 g,14g
"Cookies, regular (includes vanilla), commercially prepared, sugar",100 g,464,5.35 g,67.34 g,20g
"Beverages, Cranberry Energy Juice Drink, Cran-Energy, OCEAN SPRAY",100 g,15,0.00 g,3.75 g,0g
"Fish, dry heat, cooked, mixed species, Pacific and jack, mackerel",100 g,201,25.73 g,0.00 g,10g
"Rice, cooked without salt, unenriched, regular, long-grain, white",100 g,130,2.69 g,28.17 g,0.3g
"Cereals, dry, dates and walnuts, raisins, Instant Oatmeal, QUAKER",100 g,371,8.82 g,72.41 g,7g
"Chicken, stewed, cooked, meat and skin, thigh, broilers or fryers",100 g,232,23.26 g,0.00 g,15g
"Snacks, unsalted, made with enriched flour, plain, hard, pretzels",100 g,381,9.10 g,79.20 g,3.5g
"Fast foods, and tomatoes, ground beef, beans, with cheese, nachos",100 g,219,6.21 g,21.39 g,12g
"MORNINGSTAR FARMS Lasagna with Veggie Sausage, unprepared, frozen",100 g,96,7.10 g,14.40 g,2.3g
"Rice, prepared, enriched, precooked or instant, long-grain, white",100 g,124,2.18 g,26.76 g,0.5g
"Cereals ready-to-eat, Hearty Raisin, OATMEAL CRISP, GENERAL MILLS",100 g,372,8.50 g,80.80 g,3.8g
"Lima beans, without salt, drained, boiled, cooked, immature seeds",100 g,123,6.81 g,23.64 g,0.3g
"Grapes, solids and liquids, water pack, thompson seedless, canned",100 g,40,0.50 g,10.30 g,0.1g
"Cranberry juice cocktail, prepared with water, frozen concentrate",100 g,47,0.01 g,11.81 g,0g
"Toaster Pastries, Frosted raspberry, KELLOGG'S POP TARTS, KELLOGG",100 g,399,4.20 g,71.62 g,11g
"Beverages, prepared with water, powder, with aspartame, cocoa mix",100 g,29,1.21 g,5.61 g,0.2g
"Infant formula, ready-to-feed, PROTECT PLUS, GOOD START 2, GERBER",100 g,66,1.44 g,7.39 g,3.4g
"Beef, raw, separable lean only, tenderloin, imported, New Zealand",100 g,140,21.19 g,0.00 g,6.1g
"Toaster Pastries, Frosted blueberry, KELLOGG'S POP TARTS, KELLOGG",100 g,391,4.60 g,71.77 g,10g
"Pork, raw, separable lean only, tenderloin, loin, enhanced, fresh",100 g,106,20.39 g,0.00 g,2.1g
"Pork, raw, with added solution, composite of separable fat, fresh",100 g,508,9.27 g,0.00 g,52g
"Soup, prepared with equal volume water, canned, chicken with rice",100 g,24,1.45 g,2.92 g,0.8g
"Cereals ready-to-eat, Regular, KRETSCHMER Wheat Germ, SUN COUNTRY",100 g,366,31.43 g,49.38 g,9.6g
"Fast Food, thick crust, pepperoni topping, 14"" pizza, Pizza Chain",100 g,287,11.49 g,31.84 g,13g
"Gourd, with salt, drained, boiled, cooked, dishcloth (towelgourd)",100 g,54,0.66 g,13.75 g,0.3g
"CAMPBELL'S Red and White, condensed, Mega Noodle in Chicken Broth",100 g,71,2.38 g,11.90 g,1.6g
"Game meat, broiled, cooked, separable lean only, tenderloin, deer",100 g,149,29.90 g,0.00 g,2.4g
"Cereals ready-to-eat, KELLOGG'S HONEY CRUNCH CORN FLAKES, KELLOGG",100 g,385,6.80 g,87.00 g,1.9g
"Candies, M&M's Peanut Butter Chocolate Candies, MARS SNACKFOOD US",100 g,529,10.16 g,56.89 g,29g
"Onion rings, heated in oven, prepared, frozen, par fried, breaded",100 g,276,4.14 g,33.79 g,14g
"CAMPBELL'S Soup on the Go, Vegetable with Mini Round Noodles Soup",100 g,33,0.66 g,6.89 g,0.2g
"Chicken, batter, fried, cooked, meat and skin, broilers or fryers",100 g,289,22.54 g,9.42 g,17g
"Cabbage, without salt, drained, boiled, cooked, chinese (pe-tsai)",100 g,14,1.50 g,2.41 g,0.2g
"Lamb, raw, separable lean only, tenderloin, imported, New Zealand",100 g,116,20.53 g,0.00 g,3.8g
"Beverages, with vitamin E added, reduced sugar, fruit juice drink",100 g,39,0.00 g,10.00 g,0.1g
"Muffins, made with low fat (2%) milk, prepared from recipe, plain",100 g,296,6.90 g,41.40 g,11g
"Muffins, commercially prepared (Includes mini-muffins), blueberry",100 g,375,4.49 g,53.00 g,16g
"Margarine-like, with salt, liquid, fat free, vegetable oil spread",100 g,43,1.50 g,2.50 g,3g
"Artichokes, with salt, drained, boiled, cooked, (globe or french)",100 g,51,2.89 g,11.39 g,0.3g
"Ice creams, Vanilla Chocolate Strawberry, No Sugar Added, BREYERS",100 g,143,3.71 g,21.70 g,6.3g
"Broadbeans, without salt, drained, boiled, cooked, immature seeds",100 g,62,4.80 g,10.10 g,0.5g
"Turkey, raw, with added solution, meat only, breast, retail parts",100 g,111,21.99 g,0.00 g,2.5g
"Doughnuts, enriched (includes honey buns), glazed, yeast-leavened",100 g,421,6.14 g,47.93 g,23g
"Lamb, raw, separable lean only, fore-shank, imported, New Zealand",100 g,122,22.05 g,0.00 g,3.8g
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",100 g,192,32.82 g,0.42 g,5.5g
"Chicken, stewed, cooked, meat only, dark meat, broilers or fryers",100 g,192,25.97 g,0.00 g,9g
"Beef, pan-broiled, cooked, patty, 80% lean meat / 20% fat, ground",100 g,246,24.04 g,0.00 g,16g
"Beef, pan-broiled, cooked, patty, 75% lean meat / 25% fat, ground",100 g,248,23.45 g,0.00 g,16g
"Beans, with salt, boiled, cooked, mature seeds, all types, kidney",100 g,127,8.67 g,22.80 g,0.5g
"Beans, with salt, boiled, cooked, mature seeds, cranberry (roman)",100 g,136,9.34 g,24.46 g,0.5g
"Pork, roasted, cooked, separable lean and fat, whole, loin, fresh",100 g,248,27.09 g,0.00 g,15g
"Pork, broiled, cooked, separable lean and fat, whole, loin, fresh",100 g,242,27.32 g,0.00 g,14g
"Wheat flour, unenriched, bleached, 9% protein, white (industrial)",100 g,367,8.89 g,77.32 g,1.4g
"CAMPBELL'S Red and White - Microwaveable Bowls, Chicken Rice Soup",100 g,30,0.82 g,5.71 g,0.4g
"DIGIORNO Pizza, baked, frozen, thin crispy crust, supreme topping",100 g,255,11.41 g,28.05 g,11g
"USDA Commodity, cooked, frozen, bulk/links/patties, sausage, pork",100 g,267,19.76 g,0.00 g,20g
"Restaurant, without meat or noodles, vegetable chow mein, Chinese",100 g,43,1.34 g,5.74 g,1.7g
"Chicken, cooked simmered, meat and skin, neck, broilers or fryers",100 g,247,19.61 g,0.00 g,18g
"PREGO Pasta, ready-to-serve, Diced Onion and Garlic Italian Sauce",100 g,92,1.54 g,13.85 g,3.5g
"Beverages, decaffeinated, prepared with tap water, brewed, coffee",100 g,0,0.10 g,0.00 g,0g
"Soup, prepared with equal volume milk, canned, cream of asparagus",100 g,65,2.55 g,6.61 g,3.3g
"MORNINGSTAR FARMS Chik'n Grill Veggie Patties, unprepared, frozen",100 g,118,12.80 g,10.20 g,4.8g
"Pigeonpeas, without salt, drained, boiled, cooked, immature seeds",100 g,111,5.96 g,19.49 g,1.4g
"Milk, without added vitamin A and vitamin D, regular, nonfat, dry",100 g,362,36.16 g,51.98 g,0.8g
"Cereals, dry, Brown Sugar, DINOSAUR EGGS, Instant Oatmeal, QUAKER",100 g,384,8.69 g,73.68 g,7.6g
"Babyfood, strained, without ascorbic acid, fruit dessert, dessert",100 g,59,0.30 g,16.00 g,0g
"Chicken, roasted, cooked, meat and skin, wing, broilers or fryers",100 g,254,23.79 g,0.00 g,17g
"Candies, SKITTLES Wild Berry Bite Size Candies, MARS SNACKFOOD US",100 g,402,0.19 g,90.76 g,4.3g
"Restaurant, fried, battered or breaded, fish fillet, family style",100 g,219,13.49 g,16.89 g,11g
"Pork, unheated, separable lean and fat, bone-in, rump, ham, cured",100 g,176,22.27 g,0.52 g,9.4g
"Fast Food, regular crust, sausage topping, 14"" pizza, Pizza Chain",100 g,280,11.50 g,30.62 g,12g
"Soup, prepared with equal volume water, canned, cream of mushroom",100 g,39,0.66 g,3.33 g,2.6g
"Milk, without added vitamin A and vitamin D, instant, nonfat, dry",100 g,358,35.10 g,52.19 g,0.7g
"Squash, with salt, drained, boiled, cooked, all varieties, summer",100 g,20,0.91 g,4.31 g,0.3g
"Soy sauce, made from hydrolyzed vegetable protein, reduced sodium",100 g,90,8.19 g,14.44 g,0.3g
"Soup, ready-to-serve, canned, reduced sodium, beef and vegetables",100 g,42,3.26 g,4.99 g,1g
"Veal, raw, separable lean only, cubed for stew (leg and shoulder)",100 g,109,20.27 g,0.00 g,2.5g
"Beans, without salt, boiled, cooked, mature seeds, great northern",100 g,118,8.33 g,21.09 g,0.5g
"CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST New England Clam Chowder",100 g,53,2.04 g,8.16 g,1.2g
"Snacks, salted, made with unenriched flour, plain, hard, pretzels",100 g,381,9.10 g,79.20 g,3.5g
"Cherries, solids and liquids, heavy syrup pack, canned, red, sour",100 g,91,0.73 g,23.27 g,0.1g
"Cherries, solids and liquids, light syrup pack, canned, red, sour",100 g,75,0.74 g,19.30 g,0.1g
"Rice and vermicelli mix, prepared with 80% margarine, beef flavor",100 g,129,2.82 g,22.03 g,3.2g
"KASHI, Frozen Entree, Roasted Garlic Chicken Farfalle, STEAM MEAL",100 g,103,5.50 g,14.60 g,3.2g
"Babyfood, prepared with whole milk, with bananas, oatmeal, cereal",100 g,86,3.82 g,10.00 g,3.5g
"Turkey, raw, with added solution, meat only, dark meat from whole",100 g,115,19.27 g,0.10 g,4.1g
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust",100 g,244,10.33 g,25.72 g,11g
"Cowpeas, raw, mature seeds, common (blackeyes, crowder, southern)",100 g,336,23.52 g,60.03 g,1.3g
"Fast Foods, meat and skin with breading, Drumstick, Fried Chicken",100 g,267,21.13 g,7.59 g,17g
"Bread, commercially prepared (includes soft bread crumbs), white",100 g,266,8.85 g,49.42 g,3.3g
"Broccoli, without salt, drained, boiled, cooked, chopped, frozen",100 g,28,3.10 g,5.35 g,0.1g
"Turkey, roasted, cooked, from dark meat, from retail parts, skin",100 g,414,24.58 g,0.00 g,35g
"KELLOGG'S, Frosted Wild Fruit Fusion Toaster Pastries, POP-TARTS",100 g,391,3.90 g,72.30 g,9.7g
"Fast foods, with condiments, regular patty, cheeseburger; single",100 g,270,13.49 g,25.46 g,13g
"Chicken, fried, cooked, meat only, drumstick, broilers or fryers",100 g,195,28.62 g,0.00 g,8.1g
"Chicken, roasted, cooked, meat and skin, leg, broilers or fryers",100 g,184,24.03 g,0.00 g,9g
"Fast foods, and canadian bacon, cheese, with egg, english muffin",100 g,228,13.64 g,21.67 g,9.7g
"Salad dressing, with salt, soybean and safflower oil, mayonnaise",100 g,717,1.10 g,2.70 g,79g
"Crustaceans, moist heat, cooked, farmed, mixed species, crayfish",100 g,87,17.52 g,0.00 g,1.3g
"Formulated bar, milk chocolate peanut, SLIM-FAST OPTIMA meal bar",100 g,386,16.19 g,60.21 g,8.9g
"Chicken, stewed, cooked, meat and skin, back, broilers or fryers",100 g,258,22.18 g,0.00 g,18g
"Pizza, cooked, frozen, regular crust, meat and vegetable topping",100 g,276,11.28 g,25.14 g,14g
"Beans, boiled with salt, cooked, mature seeds, royal red, kidney",100 g,123,9.49 g,21.85 g,0.2g
"MORNINGSTAR FARMS Italian Herb Chik'n Pattie, unprepared, frozen",100 g,236,13.60 g,31.10 g,7g
"SUBWAY, turkey breast sub on white bread with lettuce and tomato",100 g,147,9.12 g,22.42 g,2.3g
"PREGO Pasta, ready-to-serve, Mushroom and Parmesan Italian Sauce",100 g,104,2.40 g,17.60 g,2.8g
"Seeds, with salt added, roasted, whole, pumpkin and squash seeds",100 g,446,18.55 g,53.75 g,19g
"KEEBLER, Cookies 'N Creme, FUDGE SHOPPE, 100 Calorie RIGHT BITES",100 g,471,4.00 g,72.20 g,19g
"CAMPBELL'S Red and White, condensed, 25% Less Sodium Tomato Soup",100 g,73,1.61 g,16.13 g,0g
"Bread, unenriched (includes corn muffin mix), dry mix, cornbread",100 g,418,7.00 g,69.50 g,12g
"Cereals ready-to-eat, pecan bunches, HONEY BUNCHES OF OATS, POST",100 g,399,7.00 g,82.00 g,5.4g
"Pie crust, baked, enriched, ready-to-bake, frozen, standard-type",100 g,508,6.50 g,56.24 g,29g
"Broadbeans (fava beans), with salt, boiled, cooked, mature seeds",100 g,110,7.60 g,19.65 g,0.4g
"Beverage, not reconstituted, chocolate, instant breakfast powder",100 g,353,19.90 g,66.20 g,1.4g
"Cereals, dry, cheddar cheese flavor, instant, corn grits, QUAKER",100 g,363,8.98 g,72.96 g,5.5g
"Vegetables, without salt, drained, boiled, cooked, frozen, mixed",100 g,65,2.86 g,13.09 g,0.2g
"Bread, low sodium no salt, toasted, commercially prepared, white",100 g,293,9.00 g,54.40 g,4g
"Cereals ready-to-eat, Oat Cluster CHEERIOS Crunch, GENERAL MILLS",100 g,378,8.50 g,80.70 g,4.6g
"Beef, pan-broiled, patty cooked, 70% lean meat / 30% fat, ground",100 g,238,22.86 g,0.00 g,16g
"SUBWAY, lettuce and tomato, B.L.T. sub on white bread with bacon",100 g,205,10.06 g,26.66 g,6.4g
"MORNINGSTAR FARMS Spicy Indian Veggie Burger, unprepared, frozen",100 g,189,9.20 g,17.00 g,12g
"POPEYES, meat and skin with breading, Thigh, Mild, Fried Chicken",100 g,310,19.14 g,11.20 g,21g
"Beef, raw, separable lean only, eye round, imported, New Zealand",100 g,116,20.15 g,1.35 g,3.4g
"Beef, raw, separable lean only, cube roll, imported, New Zealand",100 g,161,19.77 g,1.38 g,8.5g
"Snacks, chocolate-flavor, confectioner's coating, hard, pretzels",100 g,457,7.50 g,70.90 g,17g
"PEPPERIDGE FARM, Explosive Pizza, Baked Snack Crackers, Goldfish",100 g,458,9.56 g,67.20 g,17g
"Crackers, with peanut butter filling, sandwich-type, whole grain",100 g,465,14.12 g,54.59 g,21g
"Soup, prepared with equal volume water, canned, cream of chicken",100 g,48,1.41 g,3.80 g,3g
"Puddings, prepared with 2% milk, regular, dry mix, coconut cream",100 g,104,3.10 g,17.80 g,2.5g
"Cereals ready-to-eat, KRETSCHMER Toasted Wheat Bran, SUN COUNTRY",100 g,200,17.56 g,59.51 g,5.2g
"Tofu, prepared with calcium sulfate, salted and fermented (fuyu)",100 g,116,8.15 g,5.15 g,8g
"Veal, braised, cooked, separable lean only, osso buco, foreshank",100 g,157,29.12 g,0.00 g,4.5g
"Veal, raw, separable lean only, composite of trimmed retail cuts",100 g,112,20.20 g,0.00 g,2.9g
"KEEBLER, bite size, Rainbow Chocolate Chip Cookies, CHIPS DELUXE",100 g,505,4.75 g,68.55 g,24g
"Soup, reduced sodium, reduced fat, any flavor, dry, ramen noodle",100 g,350,10.89 g,70.95 g,2.5g
"Beverages, DANNON Fluoride To Go, non-carbonated, bottled, water",100 g,0,0.00 g,0.03 g,0g
"Game meat, broiled, cooked, separable lean only, tenderloin, elk",100 g,162,30.76 g,0.00 g,3.4g
"Veal, raw, separable lean only, bone-in, fore, shank, Australian",100 g,123,20.18 g,0.00 g,4.7g
"Seeds, with salt added, roasted, pumpkin and squash seed kernels",100 g,574,29.84 g,14.71 g,49g
"KELLOGG'S, Frosted Strawberry Baked Bites, POP-TARTS MINI CRISPS",100 g,440,4.70 g,79.10 g,12g
"Collards, without salt, drained, boiled, cooked, chopped, frozen",100 g,36,2.97 g,7.10 g,0.4g
"Chicken, flour, fried, cooked, meat and skin, broilers or fryers",100 g,269,28.56 g,3.15 g,15g
"Fast Food, regular crust, cheese topping, 14"" pizza, Pizza Chain",100 g,266,11.39 g,33.33 g,9.7g
"Fat free ice cream, flavors other than chocolate, no sugar added",100 g,129,4.41 g,27.94 g,0g
"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",100 g,470,9.00 g,10.50 g,44g
"Fish, drained solids with bone, canned in oil, Atlantic, sardine",100 g,208,24.62 g,0.00 g,11g
